State,Year,Month,Assembly_no,Constituency_no,Position,Name_of_Candidate,Sex,Party,Votes,Age,Candidate_type,Total_valid_votes,Total Electors,Constituency_name,Constituency_type,total no of candidates,Turnout perecntage,Vote_share_percentage
Karnataka,2008,5,8,179,8,M.MANJUNATH,M,IND,556,26,SC,132398,167385,DEVANAHALLI,SC,9,79.1,0.42
Karnataka,2008,5,8,179,6,VENKATAPPA M,M,SKP,1255,70,SC,132398,167385,DEVANAHALLI,SC,9,79.1,0.95
Karnataka,2008,5,8,179,2,G.CHANDRANNA,M,JD(S),50559,55,SC,132398,167385,DEVANAHALLI,SC,9,79.1,38.19
Karnataka,2008,5,8,179,1,VENKATASWAMY,M,INC,57181,37,SC,132398,167385,DEVANAHALLI,SC,9,79.1,43.19
Karnataka,2008,5,8,180,1,J.NARASIMHASWAMY,M,INC,51724,60,GEN,125166,165178,DODDABALLAPUR,GEN,10,75.78,41.32
Karnataka,2008,5,8,180,3,M. NARAYANGOWDA,M,BJP,18882,50,GEN,125166,165178,DODDABALLAPUR,GEN,10,75.78,15.09
Karnataka,2008,5,8,180,4,PURUSHOTHAMA,M,BSP,1946,34,SC,125166,165178,DODDABALLAPUR,GEN,10,75.78,1.55
Karnataka,2008,5,8,180,2,C.CHANNIGAPPA,M,JD(S),47970,57,GEN,125166,165178,DODDABALLAPUR,GEN,10,75.78,38.33
Karnataka,2008,5,8,180,6,N.LAKSHMINARAYAN,M,IND,1463,51,GEN,125166,165178,DODDABALLAPUR,GEN,10,75.78,1.17
Karnataka,2008,5,8,180,7,M.NAGARATHNA,F,IND,475,38,SC,125166,165178,DODDABALLAPUR,GEN,10,75.78,0.38
Karnataka,2008,5,8,180,8,DR.C.S.SRINIVAS,M,SKP,386,43,GEN,125166,165178,DODDABALLAPUR,GEN,10,75.78,0.31
Karnataka,2008,5,8,180,9,KUMARA,M,IND,350,37,ST,125166,165178,DODDABALLAPUR,GEN,10,75.78,0.28
Karnataka,2008,5,8,180,10,B.L.PILLAPPA,M,IND,326,45,SC,125166,165178,DODDABALLAPUR,GEN,10,75.78,0.26
Karnataka,2008,5,8,180,5,R.CHANDRA TEJASWI,M,CPM,1644,42,GEN,125166,165178,DODDABALLAPUR,GEN,10,75.78,1.31
Karnataka,2008,5,8,181,6,KRISHNAMURTHY.T,M,BSP,1057,47,SC,114970,163985,NELAMANGALA,SC,8,70.11,0.92
Karnataka,2008,5,8,181,3,DR.K.SREENIVASAMURTHY,M,JD(S),33057,47,SC,114970,163985,NELAMANGALA,SC,8,70.11,28.75
Karnataka,2008,5,8,181,5,LAWYER RAMAIAH,M,IND,1668,35,SC,114970,163985,NELAMANGALA,SC,8,70.11,1.45
Karnataka,2008,5,8,181,8,RAMAIAH,M,IND,671,36,SC,114970,163985,NELAMANGALA,SC,8,70.11,0.58
Karnataka,2008,5,8,181,4,DR.M.SHANKAR NAIK,M,JD(U),4038,62,SC,114970,163985,NELAMANGALA,SC,8,70.11,3.51
Karnataka,2008,5,8,181,7,VIJAYABHASKAR.N,M,SP,846,60,SC,114970,163985,NELAMANGALA,SC,8,70.11,0.74
Karnataka,2008,5,8,181,1,M.V.NAGARAJU,M,BJP,37892,47,SC,114970,163985,NELAMANGALA,SC,8,70.11,32.96
Karnataka,2008,5,8,181,2,ANJANAMURTHY,M,INC,35741,66,SC,114970,163985,NELAMANGALA,SC,8,70.11,31.09
Karnataka,2008,5,8,182,1,H C BALAKRISHNA,M,JD(S),75991,43,GEN,144047,186252,MAGADI,GEN,11,77.34,52.75
Karnataka,2008,5,8,182,3,KALPANA SHIVANNA,F,INC,10399,42,GEN,144047,186252,MAGADI,GEN,11,77.34,7.22
Karnataka,2008,5,8,182,6,JAFFER PASHA,M,BSP,1056,42,GEN,144047,186252,MAGADI,GEN,11,77.34,0.73
Karnataka,2008,5,8,182,9,R. KRISHNAMURTHY,M,IND,514,55,GEN,144047,186252,MAGADI,GEN,11,77.34,0.36
Karnataka,2008,5,8,182,4,D SHIVAKUMAR,M,SP,1628,40,GEN,144047,186252,MAGADI,GEN,11,77.34,1.13
Karnataka,2008,5,8,182,11,T. R. ASHOK KUMAR,M,IND,444,38,GEN,144047,186252,MAGADI,GEN,11,77.34,0.31
Karnataka,2008,5,8,182,8,M.B.JAGADHISH,M,IND,529,32,GEN,144047,186252,MAGADI,GEN,11,77.34,0.37
Karnataka,2008,5,8,182,5,H.B SHIVALINGAIAH,M,IND,1126,47,GEN,144047,186252,MAGADI,GEN,11,77.34,0.78
Karnataka,2008,5,8,182,10,KRISHNAMURTHY,M,IND,467,35,GEN,144047,186252,MAGADI,GEN,11,77.34,0.32
Karnataka,2008,5,8,182,2,P. NAGARAJU,M,BJP,51072,45,GEN,144047,186252,MAGADI,GEN,11,77.34,35.46
Karnataka,2008,5,8,182,7,MAHAMADA AFSAR PASHA,M,IND,821,50,GEN,144047,186252,MAGADI,GEN,11,77.34,0.57
Karnataka,2008,5,8,183,2,M RUDRESHA,M,BJP,24440,36,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,19.12
Karnataka,2008,5,8,183,6,G.H.KUMARASWAMY,M,IND,947,39,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,0.74
Karnataka,2008,5,8,183,5,Y.E.SRINIVASA,M,IND,1247,29,SC,127836,173939,RAMANAGARAM,GEN,12,73.49,0.98
Karnataka,2008,5,8,183,11,B.N.CHELUVARAJU,M,IND,282,45,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,0.22
Karnataka,2008,5,8,183,4,M.KUMARA SWAMY,M,BSP,3218,36,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,2.52
Karnataka,2008,5,8,183,10,PROF.M.SHIVANANJAIAH,M,SKP,304,59,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,0.24
Karnataka,2008,5,8,183,3,MAMATHA HEGADE NICHANI,F,INC,23678,51,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,18.52
Karnataka,2008,5,8,183,12,GOVINDRAJU,M,IND,232,49,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,0.18
Karnataka,2008,5,8,183,1,H D KUMARA SWAMY,M,JD(S),71700,48,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,56.09
Karnataka,2008,5,8,183,8,NARAYANA NAIK,M,JD(U),614,40,SC,127836,173939,RAMANAGARAM,GEN,12,73.49,0.48
Karnataka,2008,5,8,183,9,G.S.KUMARASWAMY,M,IND,502,29,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,0.39
Karnataka,2008,5,8,183,7,CHANDRAGIRI,M,IND,672,47,GEN,127836,173939,RAMANAGARAM,GEN,12,73.49,0.53
Karnataka,2008,5,8,184,11,RAMESH,M,IND,186,38,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.13
Karnataka,2008,5,8,184,10,B.S.MAHESH KUMAR,M,JD(U),367,27,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.26
Karnataka,2008,5,8,184,13,D.C.RAMESH,M,IND,154,40,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.11
Karnataka,2008,5,8,184,4,CHINNASWAMY,M,BSP,2845,32,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,2.02
Karnataka,2008,5,8,184,6,S.S.SHANKAR,M,IND,1216,54,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.86
Karnataka,2008,5,8,184,12,RAVI KUMAR,M,IND,171,46,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.12
Karnataka,2008,5,8,184,14,RAVI,M,IND,149,46,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.11
Karnataka,2008,5,8,184,2,D.M.VISHWANATH,M,JD(S),60917,42,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,43.24
Karnataka,2008,5,8,184,3,S.M.HAMPAIAH,M,BJP,3340,59,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,2.37
Karnataka,2008,5,8,184,5,H.M.SHIVAKUMAR,M,IND,1582,38,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,1.12
Karnataka,2008,5,8,184,9,R.V.RAJESH,M,IND,448,34,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.32
Karnataka,2008,5,8,184,7,K.V.VISHWANATH,M,IND,932,49,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.66
Karnataka,2008,5,8,184,8,H.T.CHIKKARAJU,M,IND,470,38,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,0.33
Karnataka,2008,5,8,184,1,D.K.SHIVAKUMAR,M,INC,68096,45,GEN,140873,184852,KANAKAPURA,GEN,14,76.21,48.34
Karnataka,2008,5,8,185,1,C.P.YOGESHWARA,M,INC,69356,45,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,48.31
Karnataka,2008,5,8,185,4,M.S.MUKARRAM,M,BSP,2905,47,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,2.02
Karnataka,2008,5,8,185,8,BEERAIAH,M,JD(U),256,37,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,0.18
Karnataka,2008,5,8,185,9,M.SIDDARAMAIAH,M,AIFB,241,49,SC,143560,183793,CHANNAPATNA,GEN,10,78.11,0.17
Karnataka,2008,5,8,185,7,T.M.MANCHEGOWDA,M,IND,421,59,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,0.29
Karnataka,2008,5,8,185,2,M C ASHWATH,M,JD(S),64426,48,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,44.88
Karnataka,2008,5,8,185,5,SYED ZULFIKAR MEHADI,M,IND,1835,34,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,1.28
Karnataka,2008,5,8,185,6,J.T.PRAKASH,M,IND,463,51,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,0.32
Karnataka,2008,5,8,185,10,SYED MOHAMMED ANSAR,M,SP,223,36,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,0.16
Karnataka,2008,5,8,185,3,N.RAMESH,M,BJP,3434,47,GEN,143560,183793,CHANNAPATNA,GEN,10,78.11,2.39
Karnataka,2008,5,8,186,6,Y S SIDDARAJU,M,INC,7044,51,SC,144231,209579,MALAVALLI,SC,14,68.82,4.88
Karnataka,2008,5,8,186,14,M SHIVAMMA,F,SP,591,42,SC,144231,209579,MALAVALLI,SC,14,68.82,0.41
Karnataka,2008,5,8,186,10,R N CHANDRASHEKAR,M,IND,1024,33,SC,144231,209579,MALAVALLI,SC,14,68.82,0.71
Karnataka,2008,5,8,186,5,B SOMASHEKAR,M,JD(U),9062,57,SC,144231,209579,MALAVALLI,SC,14,68.82,6.28
Karnataka,2008,5,8,186,11,D GOVINDAIAH,M,IND,800,57,SC,144231,209579,MALAVALLI,SC,14,68.82,0.55
Karnataka,2008,5,8,186,3,MAHADEVAIAH,M,BJP,29158,52,SC,144231,209579,MALAVALLI,SC,14,68.82,20.22
Karnataka,2008,5,8,186,4,M PRASANNA,M,BSP,10014,41,SC,144231,209579,MALAVALLI,SC,14,68.82,6.94
Karnataka,2008,5,8,186,12,S SHIVANNA,M,IND,764,58,SC,144231,209579,MALAVALLI,SC,14,68.82,0.53
Karnataka,2008,5,8,186,13,B S PUTTASWAMY,M,IND,640,46,SC,144231,209579,MALAVALLI,SC,14,68.82,0.44
Karnataka,2008,5,8,186,2,DR. K ANNADANI,M,JD(S),33369,40,SC,144231,209579,MALAVALLI,SC,14,68.82,23.14
Karnataka,2008,5,8,186,7,B M MAHENDRAKUMAR,M,IND,2833,63,SC,144231,209579,MALAVALLI,SC,14,68.82,1.96
Karnataka,2008,5,8,186,1,P M NARENDRASWAMY,M,IND,45288,45,SC,144231,209579,MALAVALLI,SC,14,68.82,31.4
Karnataka,2008,5,8,186,9,R M NANJUNDASWAMY,M,IND,1028,41,SC,144231,209579,MALAVALLI,SC,14,68.82,0.71
Karnataka,2008,5,8,186,8,H G SOMASHEKAR,M,IND,2616,46,SC,144231,209579,MALAVALLI,SC,14,68.82,1.81
Karnataka,2008,5,8,187,6,H.R.CHANDRASHEKARAIAH,M,IND,1084,42,SC,135573,179929,MADDUR,GEN,7,75.35,0.8
Karnataka,2008,5,8,187,7,N C PUTTARAJU,M,IND,843,34,GEN,135573,179929,MADDUR,GEN,7,75.35,0.62
Karnataka,2008,5,8,187,1,M.S.SIDDARAJU,M,JD(S),49954,49,GEN,135573,179929,MADDUR,GEN,7,75.35,36.85
Karnataka,2008,5,8,187,2,D.C.THAMMANNA,M,INC,42364,65,GEN,135573,179929,MADDUR,GEN,7,75.35,31.25
Karnataka,2008,5,8,187,3,MADHU MADEGOWDA,M,BJP,36967,45,GEN,135573,179929,MADDUR,GEN,7,75.35,27.27
Karnataka,2008,5,8,187,4,SHIVARAMAIAH,M,BSP,2451,57,GEN,135573,179929,MADDUR,GEN,7,75.35,1.81
Karnataka,2008,5,8,187,5,K.SHIVANANDA,M,IND,1910,45,GEN,135573,179929,MADDUR,GEN,7,75.35,1.41
Karnataka,2008,5,8,188,2,K S PUTTANNAIAH,M,SKP,54681,59,GEN,139386,174942,MELUKOTE,GEN,8,79.68,39.23
Karnataka,2008,5,8,188,3,C. ANNEGOWDA,M,INC,4600,60,GEN,139386,174942,MELUKOTE,GEN,8,79.68,3.3
Karnataka,2008,5,8,188,1,C S PUTTARAJU,M,JD(S),66626,44,GEN,139386,174942,MELUKOTE,GEN,8,79.68,47.8
Karnataka,2008,5,8,188,6,N BASAVARAJU,M,IND,2889,40,GEN,139386,174942,MELUKOTE,GEN,8,79.68,2.07
Karnataka,2008,5,8,188,7,N C PUTTASWAMY,M,IND,2179,40,GEN,139386,174942,MELUKOTE,GEN,8,79.68,1.56
Karnataka,2008,5,8,188,8,GOVINDARAJU,M,SP,929,46,GEN,139386,174942,MELUKOTE,GEN,8,79.68,0.67
Karnataka,2008,5,8,188,5,RANGASWAMY,M,BSP,3217,57,GEN,139386,174942,MELUKOTE,GEN,8,79.68,2.31
Karnataka,2008,5,8,188,4,K KEMPEGOWDA,M,BJP,4265,79,GEN,139386,174942,MELUKOTE,GEN,8,79.68,3.06
Karnataka,2008,5,8,189,7,C.M.DYAVAPPA,M,SP,2168,34,GEN,129871,207505,MANDYA,GEN,11,62.59,1.67
Karnataka,2008,5,8,189,8,C.T.MANJUNATH,M,SUP,1435,37,GEN,129871,207505,MANDYA,GEN,11,62.59,1.1
Karnataka,2008,5,8,189,9,H.C.SHIVARAMU,M,SKP,763,46,GEN,129871,207505,MANDYA,GEN,11,62.59,0.59
Karnataka,2008,5,8,189,1,M.SRINIVAS,M,JD(S),47265,57,GEN,129871,207505,MANDYA,GEN,11,62.59,36.39
Karnataka,2008,5,8,189,10,R.YOGESH @ SHAMBUGOWDA,M,IND,454,34,GEN,129871,207505,MANDYA,GEN,11,62.59,0.35
Karnataka,2008,5,8,189,11,M.R.KRISHNAMURTHY,M,IND,373,58,SC,129871,207505,MANDYA,GEN,11,62.59,0.29
Karnataka,2008,5,8,189,2,VIDYA NAGENDRA,F,BJP,36736,41,GEN,129871,207505,MANDYA,GEN,11,62.59,28.29
Karnataka,2008,5,8,189,3,H.B.RAMU,M,INC,31407,51,GEN,129871,207505,MANDYA,GEN,11,62.59,24.18
Karnataka,2008,5,8,189,4,ABBAS ALI BOHRA,M,IND,3452,56,GEN,129871,207505,MANDYA,GEN,11,62.59,2.66
Karnataka,2008,5,8,189,5,T.VARAPRASAD,M,BSP,3078,38,GEN,129871,207505,MANDYA,GEN,11,62.59,2.37
Karnataka,2008,5,8,189,6,SHIVAPRAKASHA S D,M,IND,2740,47,GEN,129871,207505,MANDYA,GEN,11,62.59,2.11
Karnataka,2008,5,8,190,1,A.B.RAMESHA BANDISIDDEGOWDA,M,JD(S),52234,41,GEN,141258,181581,SHRIRANGAPATTANA,GEN,8,77.79,36.98
Karnataka,2008,5,8,190,2,AMBARESH @ AMARNATH,M,INC,47074,56,GEN,141258,181581,SHRIRANGAPATTANA,GEN,8,77.79,33.32
Karnataka,2008,5,8,190,3,K.S.NANJUNDEGOWDA,M,SKP,27547,51,GEN,141258,181581,SHRIRANGAPATTANA,GEN,8,77.79,19.5
Karnataka,2008,5,8,190,4,POOJA M SANTHOSH,F,BJP,7242,27,GEN,141258,181581,SHRIRANGAPATTANA,GEN,8,77.79,5.13
Karnataka,2008,5,8,190,5,B.LINGAIAH,M,BSP,2540,59,GEN,141258,181581,SHRIRANGAPATTANA,GEN,8,77.79,1.8
Karnataka,2008,5,8,190,6,KRISHNAMURTHY,M,IND,2161,41,GEN,141258,181581,SHRIRANGAPATTANA,GEN,8,77.79,1.53
Karnataka,2008,5,8,190,7,SUNDHALLY SOMASHEKAR,M,SUP,1802,41,GEN,141258,181581,SHRIRANGAPATTANA,GEN,8,77.79,1.28
Karnataka,2008,5,8,190,8,CHANDRASHEKARAPPA.K,M,SP,658,46,GEN,141258,181581,SHRIRANGAPATTANA,GEN,8,77.79,0.47
Karnataka,2008,5,8,191,2,N.CHALUVARAYASWAMY (SWAMY GOWDA),M,JD(S),63766,48,GEN,140195,181441,NAGAMANGALA,GEN,9,77.27,45.48
Karnataka,2008,5,8,191,3,L.JAYARAMEGOWDA,M,BJP,2618,43,GEN,140195,181441,NAGAMANGALA,GEN,9,77.27,1.87
Karnataka,2008,5,8,191,7,KEMPEGOWDA,M,IND,715,36,GEN,140195,181441,NAGAMANGALA,GEN,9,77.27,0.51
Karnataka,2008,5,8,191,4,M KRISHNEGOWDA,M,BSP,1112,44,GEN,140195,181441,NAGAMANGALA,GEN,9,77.27,0.79
Karnataka,2008,5,8,191,6,H.B.SHIVARAJU,M,IND,785,33,GEN,140195,181441,NAGAMANGALA,GEN,9,77.27,0.56
Karnataka,2008,5,8,191,1,SURESH GOWDA,M,INC,69259,44,GEN,140195,181441,NAGAMANGALA,GEN,9,77.27,49.4
Karnataka,2008,5,8,191,9,CHANDRASHEKHAR N R,M,IND,326,38,SC,140195,181441,NAGAMANGALA,GEN,9,77.27,0.23
Karnataka,2008,5,8,191,8,T.CHANDREGOWDA,M,IND,636,49,GEN,140195,181441,NAGAMANGALA,GEN,9,77.27,0.45
Karnataka,2008,5,8,191,5,KRISHNEGOWDA P C,M,IND,978,39,GEN,140195,181441,NAGAMANGALA,GEN,9,77.27,0.7
Karnataka,2008,5,8,192,1,K B CHANDRASHEKAR,M,INC,48556,59,GEN,135953,174250,KRISHNARAJPET,GEN,8,78.02,35.72
Karnataka,2008,5,8,192,5,MANJULAMMA,F,IND,2306,53,GEN,135953,174250,KRISHNARAJPET,GEN,8,78.02,1.7
Karnataka,2008,5,8,192,2,KRISHNA,M,JD(S),45500,67,GEN,135953,174250,KRISHNARAJPET,GEN,8,78.02,33.47
Karnataka,2008,5,8,192,3,B PRAKASH,M,BJP,27131,50,GEN,135953,174250,KRISHNARAJPET,GEN,8,78.02,19.96
Karnataka,2008,5,8,192,6,JAVAREGOWDA,M,KCVP,957,35,GEN,135953,174250,KRISHNARAJPET,GEN,8,78.02,0.7
Karnataka,2008,5,8,192,7,K S KRISHNEGOWDA,M,IND,811,43,GEN,135953,174250,KRISHNARAJPET,GEN,8,78.02,0.6
Karnataka,2008,5,8,192,4,NARAYANAGOWDA,M,BSP,10218,46,GEN,135953,174250,KRISHNARAJPET,GEN,8,78.02,7.52
Karnataka,2008,5,8,192,8,MANJU S GOWDA,M,SP,474,29,GEN,135953,174250,KRISHNARAJPET,GEN,8,78.02,0.35
Karnataka,2008,5,8,193,6,C. S. NAVEEN,M,SP,1575,34,GEN,132467,176481,SHRAVANABELAGOLA,GEN,6,75.06,1.19
Karnataka,2008,5,8,193,5,KURUBARA KALENAHALLI KOVI BABANNA,M,IND,2526,55,GEN,132467,176481,SHRAVANABELAGOLA,GEN,6,75.06,1.91
Karnataka,2008,5,8,193,1,C. S. PUTTE GOWDA,M,JD(S),65726,58,GEN,132467,176481,SHRAVANABELAGOLA,GEN,6,75.06,49.62
Karnataka,2008,5,8,193,2,H. C. SHRIKANTAIAH ALIAS ANNAIAH,M,INC,56280,85,GEN,132467,176481,SHRAVANABELAGOLA,GEN,6,75.06,42.49
Karnataka,2008,5,8,193,3,ANAND SHIVAPPA,M,BJP,3782,61,GEN,132467,176481,SHRAVANABELAGOLA,GEN,6,75.06,2.86
Karnataka,2008,5,8,193,4,C. R. ABDUL HADI,M,BSP,2578,42,GEN,132467,176481,SHRAVANABELAGOLA,GEN,6,75.06,1.95
Karnataka,2008,5,8,194,2,G. V. SIDDAPPA,M,INC,39799,58,GEN,139343,178536,ARSIKERE,GEN,6,78.05,28.56
Karnataka,2008,5,8,194,4,K. M. BASAVARAJ,M,BSP,2301,33,GEN,139343,178536,ARSIKERE,GEN,6,78.05,1.65
Karnataka,2008,5,8,194,5,PRAVEEN. M. P.,M,IND,1949,32,GEN,139343,178536,ARSIKERE,GEN,6,78.05,1.4
Karnataka,2008,5,8,194,6,B. N. RAMESH,M,JD(U),1445,32,GEN,139343,178536,ARSIKERE,GEN,6,78.05,1.04
Karnataka,2008,5,8,194,3,B. N. RAVI,M,BJP,19824,51,GEN,139343,178536,ARSIKERE,GEN,6,78.05,14.23
Karnataka,2008,5,8,194,1,K. M. SHIVALINGEGOWDA,M,JD(S),74025,50,GEN,139343,178536,ARSIKERE,GEN,6,78.05,53.12
Karnataka,2008,5,8,195,6,B. M. POORNESH,M,IND,1170,35,GEN,119033,159431,BELUR,GEN,6,74.66,0.98
Karnataka,2008,5,8,195,4,YOGESHA,M,BSP,11947,41,GEN,119033,159431,BELUR,GEN,6,74.66,10.04
Karnataka,2008,5,8,195,5,E. H. LAKSHMANA,M,IND,5088,51,GEN,119033,159431,BELUR,GEN,6,74.66,4.27
Karnataka,2008,5,8,195,1,RUDRESH GOWDA. Y. N,M,INC,46451,52,GEN,119033,159431,BELUR,GEN,6,74.66,39.02
Karnataka,2008,5,8,195,2,SHIVARUDRAPPA. B.,M,BJP,28630,57,GEN,119033,159431,BELUR,GEN,6,74.66,24.05
Karnataka,2008,5,8,195,3,H. B. APPANNAIAH,M,JD(S),25747,70,GEN,119033,159431,BELUR,GEN,6,74.66,21.63
Karnataka,2008,5,8,196,1,H. S. PRAKASH,M,JD(S),52266,56,GEN,112146,169692,HASSAN,GEN,7,66.09,46.61
Karnataka,2008,5,8,196,4,K. H. HANUMEGOWDA,M,BSP,2202,77,GEN,112146,169692,HASSAN,GEN,7,66.09,1.96
Karnataka,2008,5,8,196,5,G. P. SANTHOSH GUPTA,M,IND,1376,27,GEN,112146,169692,HASSAN,GEN,7,66.09,1.23
Karnataka,2008,5,8,196,2,B. SHIVARAMU,M,INC,35462,57,GEN,112146,169692,HASSAN,GEN,7,66.09,31.62
Karnataka,2008,5,8,196,3,H. K. SURESH,M,BJP,19991,38,GEN,112146,169692,HASSAN,GEN,7,66.09,17.83
Karnataka,2008,5,8,196,6,D. RAMESH,M,RPI(A),427,36,SC,112146,169692,HASSAN,GEN,7,66.09,0.38
Karnataka,2008,5,8,196,7,PUTTAIAH,M,IND,422,63,SC,112146,169692,HASSAN,GEN,7,66.09,0.38
Karnataka,2008,5,8,197,1,H. D. REVANNA,M,JD(S),77448,50,GEN,141889,181153,HOLENARASIPUR,GEN,11,78.33,54.58
Karnataka,2008,5,8,197,10,KURUBARA KALENAHALLI KOVI BABANNA,M,IND,497,55,GEN,141889,181153,HOLENARASIPUR,GEN,11,78.33,0.35
Karnataka,2008,5,8,197,11,DANDORA VIJAYAKUMARA,M,IND,487,32,SC,141889,181153,HOLENARASIPUR,GEN,11,78.33,0.34
Karnataka,2008,5,8,197,2,ANUPAMA. S. G,F,INC,49842,40,GEN,141889,181153,HOLENARASIPUR,GEN,11,78.33,35.13
Karnataka,2008,5,8,197,3,K. M. SHRINIVASA,M,BJP,4420,53,GEN,141889,181153,HOLENARASIPUR,GEN,11,78.33,3.12
Karnataka,2008,5,8,197,4,N. SHIVASWAMY,M,IND,2566,40,GEN,141889,181153,HOLENARASIPUR,GEN,11,78.33,1.81
Karnataka,2008,5,8,197,5,H. R. NAGENDRA,M,BSP,2078,36,SC,141889,181153,HOLENARASIPUR,GEN,11,78.33,1.46
Karnataka,2008,5,8,197,6,K. D. REVANNA,M,IND,2075,33,GEN,141889,181153,HOLENARASIPUR,GEN,11,78.33,1.46
Karnataka,2008,5,8,197,7,M. MAHESH ALIAS HARSHA,M,IND,879,37,GEN,141889,181153,HOLENARASIPUR,GEN,11,78.33,0.62
Karnataka,2008,5,8,197,8,RAJANI NARAYANAGOWDA,M,IND,815,33,GEN,141889,181153,HOLENARASIPUR,GEN,11,78.33,0.57
Karnataka,2008,5,8,197,9,K. H. SATISH,M,RPI(A),782,29,SC,141889,181153,HOLENARASIPUR,GEN,11,78.33,0.55
Karnataka,2008,5,8,198,1,MANJU. A,M,INC,68257,55,GEN,145353,178209,ARKALGUD,GEN,6,81.56,46.96
Karnataka,2008,5,8,198,5,H. T. HUCHAPPA,M,SKP,2598,71,GEN,145353,178209,ARKALGUD,GEN,6,81.56,1.79
Karnataka,2008,5,8,198,2,A. T. RAMASWAMY,M,JD(S),59217,56,GEN,145353,178209,ARKALGUD,GEN,6,81.56,40.74
Karnataka,2008,5,8,198,3,K. NANJUNDE GOWDA,M,BJP,9206,59,GEN,145353,178209,ARKALGUD,GEN,6,81.56,6.33
Karnataka,2008,5,8,198,4,K. S. RAMEGOWDA,M,BSP,3521,47,GEN,145353,178209,ARKALGUD,GEN,6,81.56,2.42
Karnataka,2008,5,8,198,6,H. D. KRISHNA,M,IND,2554,42,SC,145353,178209,ARKALGUD,GEN,6,81.56,1.76
Karnataka,2008,5,8,199,3,D. C. SANNASWAMY,M,INC,26352,42,SC,126187,167833,SAKLESHPUR,SC,7,75.19,20.88
Karnataka,2008,5,8,199,1,H. K. KUMARASWAMY,M,JD(S),49768,53,SC,126187,167833,SAKLESHPUR,SC,7,75.19,39.44
Karnataka,2008,5,8,199,2,NIRVANAIAH,M,BJP,36473,70,SC,126187,167833,SAKLESHPUR,SC,7,75.19,28.9
Karnataka,2008,5,8,199,7,K. SHANMUKHA KALLAIAH,M,RPI(A),1083,41,SC,126187,167833,SAKLESHPUR,SC,7,75.19,0.86
Karnataka,2008,5,8,199,4,SHRIDHARA KALIVEERA,M,BSP,8154,52,SC,126187,167833,SAKLESHPUR,SC,7,75.19,6.46
Karnataka,2008,5,8,199,5,GANGADHARA PRASAD,M,IND,3058,45,SC,126187,167833,SAKLESHPUR,SC,7,75.19,2.42
Karnataka,2008,5,8,199,6,VIRUPAKSHA. T. R,M,LJP,1299,36,SC,126187,167833,SAKLESHPUR,SC,7,75.19,1.03
Karnataka,2008,5,8,200,1,K.VASANTHA BANGERA,M,INC,59528,62,GEN,129034,173028,BELTHANGADY,GEN,5,74.57,46.13
Karnataka,2008,5,8,200,3,K.GANGADHARA GOWDA,M,JD(S),16738,56,GEN,129034,173028,BELTHANGADY,GEN,5,74.57,12.97
Karnataka,2008,5,8,200,4,THIMARODI MAHESH SHETTY,M,IND,7284,41,GEN,129034,173028,BELTHANGADY,GEN,5,74.57,5.65
Karnataka,2008,5,8,200,5,RAGHU DHARMA SEN,M,BSP,2059,33,SC,129034,173028,BELTHANGADY,GEN,5,74.57,1.6
Karnataka,2008,5,8,200,2,K.PRABHAKARA BANGERA,M,BJP,43425,61,GEN,129034,173028,BELTHANGADY,GEN,5,74.57,33.65
Karnataka,2008,5,8,201,1,K.ABHAYACHANDRA,M,INC,44744,58,GEN,111003,153024,MOODABIDRI,GEN,6,72.54,40.31
Karnataka,2008,5,8,201,4,MOHAMMED FAROOQ,M,BSP,2297,36,GEN,111003,153024,MOODABIDRI,GEN,6,72.54,2.07
